ShipId,TargetId,ShipName,BaseSize,Role,Required,Status,Rank,Score,Confidence,Warehouse,AssetId,RepositoryPath,Reasons
"SHIP-7769CA39E15D","starviper","StarViper","small","ShipTexture",True,"review",6,66,"medium","legacy1e","AST-253231D1754B7D4A","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__4bd7922c2b781384.jpg","legacy object context 'Black Sun Vigo' via DiffuseURL"
"SHIP-7769CA39E15D","starviper","StarViper","small","ShipTexture",True,"review",7,66,"medium","legacy1e","AST-B9ED865CD4E3B31C","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__87382251cddea164.jpg","legacy object context 'Prince Xizor' via DiffuseURL"
"SHIP-7769CA39E15D","starviper","StarViper","small","ShipTexture",True,"review",8,66,"medium","legacy1e","AST-7C72A2FF7A8EC2D4","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b9e58f63e4cb7887.jpg","legacy object context 'Black Sun Enforcer' via DiffuseURL"
"SHIP-7769CA39E15D","starviper","StarViper","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-AC657EB7CC12A19F","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5bfdd3bd31885a3e.jpg","legacy object context 'StarViper Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-7769CA39E15D","starviper","StarViper","small","DialModel",False,"missing",,,,,,,
"SHIP-7769CA39E15D","starviper","StarViper","small","ShipScript",False,"review",1,72,"medium","unified25","AST-A45B2C2F6795B1CC","assets/source/unified25/TTS_xwing/src/Ship/Maneuver/StarViperMkIIRollGizmo.lua","strong ship alias 'starviper' in path; Lua script"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",1,100,"high","unified25","AST-CC2716B2D1B764A0","assets/source/unified25/assets/ships-v2/small/t70xwing/t70_base.obj","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",2,100,"high","unified25","AST-10DB768997C8D905","assets/source/unified25/assets/ships-v2/small/t70xwing/t70_basev2.obj","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",3,100,"high","unified25","AST-8C163297E48342B7","assets/source/unified25/assets/ships-v2/small/t70xwing/t70_closed.obj","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",4,100,"high","unified25","AST-D4F97BA3ED4B722E","assets/source/unified25/assets/ships-v2/small/t70xwing/t70_closedv2.obj","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",5,100,"high","unified25","AST-0E99391B973AB58F","assets/source/unified25/assets/ships-v2/small/t70xwing/t70_open.obj","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",6,100,"high","unified25","AST-EDB27F75D734B29E","assets/source/unified25/assets/ships-v2/small/t70xwing/t70_openv2.obj","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",7,100,"high","unified25","AST-B21C9A49E7E6A60D","assets/source/unified25/assets/ships/Small/RIS_T70Xwing/t70xwing.obj","strong ship alias 't-70 x-wing' in exact path segment; ships location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipModel",True,"review",8,83,"medium","unified25","AST-5D8CAB342BEEB784","assets/source/unified25/assets/ships/Small/RIS_T70Xwing/t70_base.obj","strong ship alias 't-70 x-wing' in path; ships location; OBJ model"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",1,100,"high","unified25","AST-39016FF762D6E2C4","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/1/blue.jpg","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",2,100,"high","unified25","AST-6C6182896CA6D78A","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/1/plain.jpg","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",3,100,"high","unified25","AST-615DBAD82A3F0F18","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/1/poe.jpg","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",4,100,"high","unified25","AST-B2D28FEED24ABBD6","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/1/poeHoH.jpg","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",5,100,"high","unified25","AST-CF233286574FF32E","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/1/snap.jpg","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",6,100,"high","unified25","AST-2F9155B15189AC5B","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/PoeDameron.png","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",7,100,"high","unified25","AST-0598CC8910090D98","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/PoeHoH.png","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipTexture",True,"review",8,100,"high","unified25","AST-22D63E9A72FD2B9E","assets/source/unified25/assets/ships-v2/small/t70xwing/Textures/RedSquadronExpert.png","strong ship alias 't-70 x-wing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-EF74F3E59CF89B23","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d2ec94e5b9fbd265.jpg","legacy object context 'T-70 X-Wing Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","DialModel",False,"missing",,,,,,,
"SHIP-25737E8F5AE8","t70xwing","T-70 X-wing","small","ShipScript",False,"missing",,,,,,,
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipModel",True,"review",1,100,"high","unified25","AST-43E5A4473CB2B511","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/tieadvv1.obj","strong ship alias 'tieadvancedv1' in exact path segment; ships-v2 location; OBJ model"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipModel",True,"review",2,100,"high","unified25","AST-498BA545C1345166","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/tieadvv1v2.obj","strong ship alias 'tieadvancedv1' in exact path segment; ships-v2 location; OBJ model"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",1,100,"high","unified25","AST-40E8E8289E93A7E1","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/1/tieadvancedv1blue.jpg","strong ship alias 'tieadvancedv1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",2,100,"high","unified25","AST-310B1628F7CFC093","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/1/tieadvancedv1grey.jpg","strong ship alias 'tieadvancedv1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",3,100,"high","unified25","AST-4413C79D04E0D847","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/tieadvancedv1blue.jpg","strong ship alias 'tieadvancedv1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",4,100,"high","unified25","AST-718B1CF34559E1F6","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/tieadvancedv1grey.jpg","strong ship alias 'tieadvancedv1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",5,66,"medium","legacy1e","AST-D0EFE68BEC83E69E","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__222fd202161556fa.jpg","legacy object context 'Baron of the Empire' via DiffuseURL"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",6,66,"medium","legacy1e","AST-70E0D7ABE11C4EBB","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a23274df5de27095.jpg","legacy object context 'Sienar Test Pilot' via DiffuseURL"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",7,66,"medium","legacy1e","AST-72C608396A9DF594","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b2db80928821a07c.jpg","legacy object context 'The Inquisitor' via DiffuseURL"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipTexture",True,"review",8,66,"medium","legacy1e","AST-54027C0D7B170C22","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d58cc2498da0327d.jpg","legacy object context 'Valen Rudor' via DiffuseURL"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'TIE Adv. Prototype Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","DialModel",False,"missing",,,,,,,
"SHIP-85E1B20DFB63","tieadvprototype","TIE Adv. Prototype","small","ShipScript",False,"missing",,,,,,,
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipModel",True,"review",1,100,"high","unified25","AST-C37DF3A744FD3500","assets/source/unified25/assets/ships-v2/small/tieadvancedx1/tieadvancedx1.obj","strong ship alias 'tieadvancedx1' in exact path segment; ships-v2 location; OBJ model"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipModel",True,"review",2,100,"high","unified25","AST-84C6B8D1C01F79CF","assets/source/unified25/assets/ships-v2/small/tieadvancedx1/tieadvancedx1v2.obj","strong ship alias 'tieadvancedx1' in exact path segment; ships-v2 location; OBJ model"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipModel",True,"review",3,95,"high","unified25","AST-43E5A4473CB2B511","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/tieadvv1.obj","strong ship alias 'tie advanced' in path; ships-v2 location; OBJ model"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipModel",True,"review",4,95,"high","unified25","AST-498BA545C1345166","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/tieadvv1v2.obj","strong ship alias 'tie advanced' in path; ships-v2 location; OBJ model"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",1,100,"high","unified25","AST-CAA07E4966F337FA","assets/source/unified25/assets/ships-v2/small/tieadvancedx1/textures/1/tieadvancedx1blue.jpg","strong ship alias 'tieadvancedx1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",2,100,"high","unified25","AST-37953184EBD358A8","assets/source/unified25/assets/ships-v2/small/tieadvancedx1/textures/1/tieadvancedx1grey.jpg","strong ship alias 'tieadvancedx1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",3,100,"high","unified25","AST-B3DA14F75FEF20DE","assets/source/unified25/assets/ships-v2/small/tieadvancedx1/textures/tieadvancedx1blue.jpg","strong ship alias 'tieadvancedx1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",4,100,"high","unified25","AST-2DCA2860B682BF0C","assets/source/unified25/assets/ships-v2/small/tieadvancedx1/textures/tieadvancedx1grey.jpg","strong ship alias 'tieadvancedx1' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",5,88,"high","unified25","AST-40E8E8289E93A7E1","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/1/tieadvancedv1blue.jpg","strong ship alias 'tie advanced' in path; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",6,88,"high","unified25","AST-310B1628F7CFC093","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/1/tieadvancedv1grey.jpg","strong ship alias 'tie advanced' in path; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",7,88,"high","unified25","AST-4413C79D04E0D847","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/tieadvancedv1blue.jpg","strong ship alias 'tie advanced' in path; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipTexture",True,"review",8,88,"high","unified25","AST-718B1CF34559E1F6","assets/source/unified25/assets/ships-v2/small/tieadvancedv1/textures/tieadvancedv1grey.jpg","strong ship alias 'tie advanced' in path; ships-v2 location; ship texture folder"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'TIE Advanced Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","DialModel",False,"missing",,,,,,,
"SHIP-3F106789B007","tieadvanced","TIE Advanced","small","ShipScript",False,"missing",,,,,,,
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipModel",True,"review",1,100,"high","unified25","AST-D721EC1C4A47B044","assets/source/unified25/assets/ships-v2/small/tieagaggressor/Tie Aggressor.obj","strong ship alias 'tieagaggressor' in exact path segment; ships-v2 location; OBJ model"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipModel",True,"review",2,100,"high","unified25","AST-D721EC1C4A47B044","assets/source/unified25/assets/ships-v2/small/tieagaggressor/tieagaggressor.obj","strong ship alias 'tieagaggressor' in exact path segment; ships-v2 location; OBJ model"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipModel",True,"review",3,100,"high","unified25","AST-BFA3049FF4531AA7","assets/source/unified25/assets/ships/Small/EMP_tieaggressor/tieaggressor.obj","strong ship alias 'tie aggressor' in exact path segment; ships location; OBJ model"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipModel",True,"review",4,61,"medium","unified25","AST-312C95D86055232C","assets/source/unified25/assets/ships-v2/medium/aggressorassaultfighter/aggressor.obj","weak ship alias 'aggressor' in exact path segment; ships-v2 location; OBJ model"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",1,100,"high","unified25","AST-72CFB07F5FB859AB","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/Tie-Aggressor-blue.jpg","strong ship alias 'tieagaggressor' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",2,100,"high","unified25","AST-F5CFE5650F917DC4","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/Tie-Aggressor-grey.jpg","strong ship alias 'tieagaggressor' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",3,100,"high","unified25","AST-72CFB07F5FB859AB","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/tieagaggressorblue.jpg","strong ship alias 'tieagaggressor' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",4,100,"high","unified25","AST-F5CFE5650F917DC4","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/tieagaggressorgrey.jpg","strong ship alias 'tieagaggressor' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",5,60,"medium","unified25","AST-A806758CCBE6D251","assets/source/unified25/assets/ships-v2/medium/aggressorassaultfighter/Textures/standard.jpg","weak ship alias 'aggressor' in path; ships-v2 location; generic ship texture"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",6,42,"low","legacy1e","AST-FA1B86882D08B2F2","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__02e20fbebf2cc778.jpg","legacy object context 'IG88-A' via DiffuseURL"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",7,42,"low","legacy1e","AST-2E852055CCCF281B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__0e078b693215dcd2.jpg","legacy object context 'IG88-B' via DiffuseURL"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipTexture",True,"review",8,42,"low","legacy1e","AST-4D7DD00B8F3E9704","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__44cc2e9f77a0f54f.jpg","legacy object context 'IG88-D' via DiffuseURL"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'TIE Aggressor Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","DialTexture",True,"review",2,60,"medium","legacy1e","AST-AC657EB7CC12A19F","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5bfdd3bd31885a3e.jpg","legacy object context 'Aggressor Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","DialModel",False,"missing",,,,,,,
"SHIP-D37C351E2E7F","tieaggressor","TIE Aggressor","small","ShipScript",False,"missing",,,,,,,
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",1,100,"high","unified25","AST-F92EB13A99D5AD31","assets/source/unified25/assets/ships-v2/small/tiesabomber/tiebomber.obj","strong ship alias 'tiesabomber' in exact path segment; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",2,100,"high","unified25","AST-CECB993D25FAB8D3","assets/source/unified25/assets/ships/Small/EMP_tiebomber/tiebomber.obj","strong ship alias 'tie bomber' in exact path segment; ships location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",3,47,"low","unified25","AST-CB1CB2E162869313","assets/source/unified25/assets/ships-v2/medium/scurrgh6bomber/scurrg.obj","weak ship alias 'bomber' in path; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",4,47,"low","unified25","AST-93755A2F557F6328","assets/source/unified25/assets/ships-v2/small/hyenaclassdroidbomber/Hyena_Closed.obj","weak ship alias 'bomber' in path; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",5,47,"low","unified25","AST-66170B41E04CC7C7","assets/source/unified25/assets/ships-v2/small/hyenaclassdroidbomber/Hyena_Closedv2.obj","weak ship alias 'bomber' in path; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",6,47,"low","unified25","AST-1CFF57FF3FBBA556","assets/source/unified25/assets/ships-v2/small/hyenaclassdroidbomber/Hyena_Open.obj","weak ship alias 'bomber' in path; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",7,47,"low","unified25","AST-B2601CDD1FB1ED80","assets/source/unified25/assets/ships-v2/small/hyenaclassdroidbomber/Hyena_Openv2.obj","weak ship alias 'bomber' in path; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipModel",True,"review",8,47,"low","unified25","AST-0E72DDD18B7EE498","assets/source/unified25/assets/ships-v2/small/tiesebomber/tie_se.obj","weak ship alias 'bomber' in path; ships-v2 location; OBJ model"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",1,100,"high","unified25","AST-893996346E366A4C","assets/source/unified25/assets/ships-v2/small/tiesabomber/textures/tiesabomberblue.jpg","strong ship alias 'tiesabomber' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",2,100,"high","unified25","AST-F998823017010FC6","assets/source/unified25/assets/ships-v2/small/tiesabomber/textures/tiesabombergrey.jpg","strong ship alias 'tiesabomber' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",3,66,"medium","legacy1e","AST-E0A9D55BB0F13BC5","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__0ea862bb5cb65f7c.png","legacy object context 'Gamma Squadron Veteran' via DiffuseURL"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",4,66,"medium","legacy1e","AST-21FCD8868D114168","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__1b736b8e3858a393.jpg","legacy object context 'Gamma Squadron Pilot' via DiffuseURL"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",5,66,"medium","legacy1e","AST-3CAE9B9FDF5C555A","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__3ca5873ebdf5b343.png","legacy object context 'Tomax Bren' via DiffuseURL"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",6,66,"medium","legacy1e","AST-4327AF8F57947812","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9a170e187ec8bdd3.jpg","legacy object context 'Captain Jonus' via DiffuseURL"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",7,66,"medium","legacy1e","AST-8E6AF8F6FEE8B5D4","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a4c0920136fa57ad.jpg","legacy object context 'Scimitar Squadron Pilot' via DiffuseURL"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipTexture",True,"review",8,66,"medium","legacy1e","AST-2FDA7255CF9D0505","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b02206a528ff82c0.png","legacy object context '""Deathfire""' via DiffuseURL"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'TIE Bomber Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","DialTexture",True,"review",2,60,"medium","legacy1e","AST-AC657EB7CC12A19F","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5bfdd3bd31885a3e.jpg","legacy object context 'Scurrg H-6 Bomber Scum Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","DialTexture",True,"review",3,60,"medium","legacy1e","AST-EF74F3E59CF89B23","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d2ec94e5b9fbd265.jpg","legacy object context 'B/SF-17 Bomber Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","DialModel",False,"missing",,,,,,,
"SHIP-533870BAA09A","tiebomber","TIE Bomber","small","ShipScript",False,"missing",,,,,,,
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipModel",True,"review",1,100,"high","unified25","AST-CCE0E64FBDDCC735","assets/source/unified25/assets/ships-v2/small/tiededefender/defender.obj","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; OBJ model"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipModel",True,"review",2,93,"high","unified25","AST-2894CABBAD2D0322","assets/source/unified25/assets/ships/Small/EMP_tiedefender/defender.obj","strong ship alias 'tie defender' in path; ships location; OBJ model"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",1,100,"high","unified25","AST-A945C65204ECCEDB","assets/source/unified25/assets/ships-v2/small/tiededefender/textures/Kyber.jpg","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",2,100,"high","unified25","AST-D90D53A6DDC6B2EF","assets/source/unified25/assets/ships-v2/small/tiededefender/textures/tiededefenderblue.jpg","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",3,100,"high","unified25","AST-DD5BEF391C7908A8","assets/source/unified25/assets/ships-v2/small/tiededefender/textures/tiededefendergrey.jpg","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",4,100,"high","unified25","AST-8C916E7638C498B8","assets/source/unified25/assets/ships-v2/small/tiededefender/textures/tiededefenderred.jpg","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",5,100,"high","unified25","AST-49452BD3E92057A4","assets/source/unified25/assets/ships-v2/small/tiededefender/textures/tiededefenderss.jpg","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",6,100,"high","unified25","AST-2A9202D9A7BBF8F2","assets/source/unified25/assets/ships-v2/small/tiededefender/textures/tiededefendervader.jpg","strong ship alias 'tiededefender' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",7,66,"medium","legacy1e","AST-5EDD983CA411B8A0","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__234090aa2d6c6f2f.jpg","legacy object context 'Rexler Brath' via DiffuseURL"
"SHIP-2287759F7AD8","tiedefender","TIE Defender","small","ShipTexture",True,"review",8,66,"medium","legacy1e","AST-DD60314FA67F5EEB","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__48e6bba4f70cfabc.jpg","legacy object context 'Delta Squadron Pilot' via DiffuseURL"
