ImageId,RepositoryPath,Width,Height,Bytes,Sha256,IsKnownSourceSheet,KnownCropCount,PriorityScore
"legacy-image-0146","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__975c8c711f7c65aa.png",1024,1024,937342,"60b5a71e355910e56725d53744355ff938cfe29dbf93831df65d724a6ad0c4e3",False,0,70
"legacy-image-0156","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9f06797022fcb402.jpg",1024,1024,185212,"478b7c7ecd42009a4c9588f62e35b585cd5fad5536ed4e3cb294ca7cfda60ba5",False,0,70
"legacy-image-0161","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a23274df5de27095.jpg",2048,2048,391283,"70e0d7abe11c4ebbd74b48b392d8f7b4e496ebca6ce275f6d2a2f0761de9dc38",False,0,70
"legacy-image-0167","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a814789ab705ec24.png",2000,2000,925995,"fcafcab0e89e3e4416c10a967a5a977cf011d09cfbf2a10b21c8c5917302c573",False,0,70
"legacy-image-0168","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a94bfda697939780.png",1024,1024,780410,"cee24f81115c486bc11000bc7aa0e33760d66ff3f3751f88b426f3133535b612",False,0,70
"legacy-image-0172","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__aebf7e4efc1d2c55.png",1024,1024,640104,"84dcf87f20e9b5b5c53c708b5bfa140fd2086161873bea4086565b4cc9c9bca9",False,0,70
"legacy-image-0174","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b1db797fc777a872.jpg",2048,2048,245353,"7b54d8806d1d54dfaa8710d14b95a751dddc8309a58c17f0125d4fd32016ca6b",False,0,70
"legacy-image-0175","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b2db80928821a07c.jpg",2048,2048,391334,"72c608396a9df59416d7083436476bc91a520205903b75153f415176e910a082",False,0,70
"legacy-image-0176","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b321da25d3acd679.jpg",1024,1024,182832,"f78f6845d7b7a4fdfbd9cf8d2dc6d4739778be8cf3e334a1c82d694249a35523",False,0,70
"legacy-image-0177","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b3bee5dd3a2f9ce2.jpg",2048,2048,718621,"f8a73b57ee806b3973842cef2d7c007071950c24c86c1c64b0a8e7c621932394",False,0,70
"legacy-image-0180","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b53f9443e3da4b62.jpg",1536,1536,257548,"a017f43b818fbccacf63100d635d1e15936059afc3341ccd95f7b883043977c8",False,0,70
"legacy-image-0189","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bc5e7de09296da96.jpg",2200,2200,706987,"479bb1502c1370339a6e13a59e51fe6746882c08ac93fced8c29447332ade407",False,0,70
"legacy-image-0193","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__be33f50b86e52ffd.png",2000,2000,1133935,"1a3ee177161453cea4e17e16b341880726160fcf8aef3dcf84285919cb286a8f",False,0,70
"legacy-image-0198","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__c28fec284ebafc32.png",1024,1024,591309,"7903aa0de16b002e5a5c5cafc842ebb0e0c652484c4979f36d2dd49158c36e06",False,0,70
"legacy-image-0201","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__c5ee6bb1a35a39b5.jpg",2048,2048,588384,"afe444e3be97467c3772f9e336c4893848bd785eca6253f357b47b86fddeeb49",False,0,70
"legacy-image-0206","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cae3c01c45a74ce3.png",1024,1024,936225,"a5e8150aaa49759532854d564052603dfc6e759ee206f0768d4518f8e0553980",False,0,70
"legacy-image-0207","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cb7a778a35f1ab74.png",2048,2048,3684232,"442a5effc4bde5bf829f122af380f1566874220d57bdb40161631bccf73f880a",False,0,70
"legacy-image-0208","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cb81213fc17e1bf7.png",1024,1024,398254,"cd66a57ba3c3e727c6835682622677ae9dff5524ba933435feca1e2d91be15ed",False,0,70
"legacy-image-0209","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cb8fd85fa1a79724.png",1024,1024,435201,"5748c6330666059e499fed157163fdb04ecd9bfd04a3ea6309afa8506e147cd7",False,0,70
"legacy-image-0212","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cc3a3714fa17d415.jpg",2300,2300,621053,"8fd6b4b9de8fd9ec2723981a24398e9edae1b4c8a065ece8a0ed4bac81c1ed90",False,0,70
"legacy-image-0216","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d0459c0d8ead6300.png",1024,1024,584867,"099e6d3831b0435de5a891155dc9d9eee43e2e1ec313102f155244c39f81d2c1",False,0,70
"legacy-image-0218","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d30014f2b25ae74c.jpg",1024,1024,183158,"3813cf64217db41c31b725d08f951cab0af601ea8949e32f7c8cb7852c8f03db",False,0,70
"legacy-image-0221","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d3df896a1b19e2d3.jpg",2048,2048,362354,"361ee14c44f602e49b866fac01e485b43d572c86e0c937c5477272bcac3293c1",False,0,70
"legacy-image-0222","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d47c3d7b1df4bb8b.jpg",1541,1541,168904,"88f035b1dec8d55fe91f8eb31d60a415467bbc2342b3063fcb6fcb6564f15d9f",False,0,70
"legacy-image-0223","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d540095bcc8c7add.jpg",2048,2048,641186,"8948fa7cdaf169eab66a65a700ed71e4f9485e9f06eb47045ca577f437494e20",False,0,70
"legacy-image-0224","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d58cc2498da0327d.jpg",2048,2048,391149,"54027c0d7b170c227ae04a86dd0b129bd7d5f8807b69f8deeff31033ff6e5cc1",False,0,70
"legacy-image-0226","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d9891366f676d555.png",2048,2048,927477,"05b815e25a55a023c18dcde1568e6e9f6ea6ac09cf30a6e0a2ca21efae4ba0e6",False,0,70
"legacy-image-0227","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__dbc816c1aa07a8d7.png",1024,1024,524761,"6e918ff2aabdae92a366d25ee9a0d38b2edf62ab0a951f6063d5a58136d24668",False,0,70
"legacy-image-0234","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__e7274eec890b971d.png",1024,1024,779833,"884f9e855fffe6c3b99243e15b0fcf1047fed4373770e54b31bd9894170176df",False,0,70
"legacy-image-0237","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__e99d2d77daa8bb04.png",1024,1024,719882,"bcf912929840e962be275b076ad20ad99073ecc009de085af0294864d68592bb",False,0,70
"legacy-image-0243","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__ef0bb9f3eee117c8.jpg",1536,1536,260028,"7002de83088ee2abd7a839798d289e45645956bae13bfda82729c29eec04aa3c",False,0,70
"legacy-image-0244","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f04a15569b7ae6cf.png",1024,1024,726313,"b20c5bef7c47755ec0aa281aef5e54cdbdb43323290c8477a01645cfec1fdab6",False,0,70
"legacy-image-0246","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f20f72622e2510f9.jpg",1024,1024,191952,"030ae80f59d2f9ef3fc5135efd52b02f35568bae9e0cabd02157dc4189e57647",False,0,70
"legacy-image-0249","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f454cac20d00d95b.jpg",1024,1024,193984,"53e723587867a60a2d82bd8ab99c3500022918913a47a6860eb05914d5455ba2",False,0,70
"legacy-image-0251","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f4e7ef55a35f0255.png",2000,2000,911849,"c7031d852af46b9e18b2b6bb6a99a62e4b3af5c59619149d359f69c24172ca64",False,0,70
"legacy-image-0252","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f5278e929d80e3c2.jpg",2048,2048,245417,"0e9574fc21f8661958d6aafbe21eec81888d6ad0414bbb24a341d8c515f30e60",False,0,70
"legacy-image-0254","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f7aa5ccad91d322f.jpg",2048,2048,379992,"1decfdfdd840263586c92d36dbb4acbbc5d165b39ca1cf28c472dc4d7d17844f",False,0,70
"legacy-image-0256","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__fbbff8877613c16a.jpg",3072,3072,339429,"b8017e209ae614e3880597e4766311c22855d9bb5448fa03ffe4b059c2b57179",False,0,70
"legacy-image-0257","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__fbd02e039fd20ba4.png",1024,1024,604166,"591e23e24bba02997c229027cf364ef6869bb2694c61204529e62149b969c592",False,0,70
"legacy-image-0263","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__2d6e5ce97aed0766.png",2000,2000,1274342,"7767d871b9198ccf57d6755133ea49894eac9022017543bcb3fbba846f987400",False,0,70
"legacy-image-0265","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__3bf704ca6e757c26.png",1024,1024,652499,"83b09773e6698b5741afb6443b726bd0bebfd7b894f891fc79ab31460830c2e8",False,0,70
"legacy-image-0269","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__7a75c3dedef70084.png",1024,1024,434763,"0ec4496f19174f4d20dc748f7af01bfcd2d30ab81f9c33b2434be414642ef69e",False,0,70
"legacy-image-0270","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__921fbbc8e48665e2.png",1024,1024,1003271,"aba1b1f069282d619ae48d93b91647b9a99222560ee7c07adf78b489595bd8fa",False,0,70
"legacy-image-0272","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__a1a7f59f6416dd22.png",2048,2048,3718618,"ecaec1f05789c138b78dbf1534f89c0fd2c7abfd4cd5daedfa154c1e4aac1e54",False,0,70
